Origin,Destination,Current Mode,Suggested Mode,Current Cost,Optimal Cost,Savings (%),Number of Shipments
NAM,BLR,Air,Road,13870.387645069231,402.8054828115406,97.09593204516722,38
NAM,ZWE,Air,Road,2527.0632712770935,73.3909243259253,97.0958018677215,19
ESH,LUX,Air,Road,7053.524279339626,204.91076472042934,97.09491657495771,19
COD,ARE,Air,Road,6611.13890768492,192.14593474868704,97.0936031229758,38
UGA,CHE,Air,Rail,8123.80075764776,236.20453172431706,97.09243814846205,19
KEN,ATG,Air,Sea,44984.177040110044,1308.7156067486642,97.0907201312547,38
MWI,GNB,Air,Rail,12015.32789292126,349.6084111900626,97.09031318740765,19
GNB,LBR,Air,Rail,3022.907713582328,87.99306823963445,97.08912488977847,19
SOM,LBY,Air,Rail,8191.852278978089,238.51557383284816,97.08838043326384,19
DJI,SYR,Air,Rail,10390.599740914986,302.5815233441424,97.08793013984872,19
NGA,YEM,Air,Rail,7122.363678771655,207.48618885452566,97.08683523879942,38
NGA,ABW,Air,Sea,33437.36142818848,974.2296619697878,97.0864038896667,38
BDI,NLD,Air,Road,10751.64828544752,313.3379207033149,97.08567549472929,38
CIV,MHL,Air,Sea,63555.01077218461,1854.260007651787,97.08243302121615,19
NAM,SLE,Air,Road,11752.194651524645,342.88933827874206,97.08233782330811,19
AGO,MHL,Air,Sea,62488.71204111432,1823.232488128249,97.08230106114421,19
ZAF,TTO,Air,Sea,41687.64248036534,1216.823487402786,97.08109306498706,76
NAM,KOR,Air,Rail,20355.780634846247,594.181486892066,97.08101842149492,57
EGY,CUW,Air,Sea,34362.10980113967,1003.4957973890296,97.0796444013582,19
GHA,BEL,Air,Road,5646.363550638026,164.95246887544008,97.07860701146669,19
MAR,MHL,Air,Sea,57153.84764282429,1669.7346859512547,97.07852619759556,38
MDG,BRB,Air,Sea,45996.34754540416,1343.7807169650707,97.07850560169243,19
SWZ,GIB,Air,Sea,37671.747388361735,1100.6058750181273,97.07843157984716,19
DJI,GRD,Air,Sea,41705.12786121366,1218.4921298110767,97.0783158035962,19
ERI,BHS,Air,Sea,40122.59619912278,1172.9517906716494,97.07658052621905,19
RWA,GLP,Air,Sea,46129.317180092425,1348.957789249915,97.07570397371485,19
COM,PHL,Air,Sea,32641.212208290926,954.6026362565179,97.07546818370292,38
BWA,ARE,Air,Rail,7826.700303174165,228.92621755283037,97.07506089814134,38
SWZ,CHN,Air,Road,16893.724760356414,494.3290870977251,97.07388930440172,475
NGA,RUS,Air,Rail,16028.355753401072,469.1381806114965,97.07307357143013,1026
AGO,VIR,Air,Sea,40890.59575675536,1196.8538892110053,97.07303386741857,19
KEN,LUX,Air,Rail,7930.197811322086,232.19635975694683,97.07199788351514,38
NGA,GTM,Air,Sea,11383.433484695226,333.3601516588619,97.07153248528172,38
BEN,ERI,Air,Rail,6611.4269030858295,193.62187307178766,97.0714056752043,19
SOM,LUX,Air,Road,12705.100392001716,372.1265326929026,97.07104610580512,19
ERI,MNE,Air,Road,11697.015291739292,342.64775523557364,97.07063941792433,19
NER,MNE,Air,Road,12061.589317791297,353.3490503758426,97.07046027628682,19
GHA,AND,Air,Road,12566.073869702523,368.30869464600806,97.06902332052957,19
ZMB,CZE,Air,Road,11156.685670438741,327.0762005200428,97.0683390194753,19
ZMB,GLP,Air,Sea,45217.13357833058,1325.944406042893,97.0676062343803,19
KEN,VIR,Air,Sea,45568.15883833453,1336.7418485150802,97.06650019971723,38
TGO,THA,Air,Rail,17908.565400532854,525.4824235053882,97.06574808337382,19
ESH,BEN,Air,Rail,6407.066989103351,188.23442451511838,97.06208121695539,19
CMR,CYM,Air,Sea,38876.58314807553,1142.5704458758057,97.06103172307115,38
EGY,ARE,Air,Rail,1638.037573607219,48.165174247179046,97.05958062115073,38
ERI,LVA,Air,Rail,12808.591072172912,376.6731600534022,97.05921472603075,19
LBR,AUS,Air,Sea,54732.22442079123,1609.820215984071,97.05873416799675,114
GIN,TUN,Air,Rail,6532.2223044211305,192.16225141597417,97.05824078758135,38
ERI,BEN,Air,Rail,7222.041905272284,212.46788593856553,97.05806351271019,19
UGA,GUM,Air,Sea,43683.62807765737,1285.2899477871065,97.0577307692891,19
SSD,LVA,Air,Rail,12028.504034563088,353.91272521576593,97.05771620312198,19
SSD,EST,Air,Rail,12675.614090917536,373.20803345288095,97.0557005698028,19
ETH,CZE,Air,Rail,7104.322973292682,209.20185921815374,97.05528788591667,19
EGY,MKD,Air,Road,4135.776590361835,121.80342952232486,97.05488372350239,19
NGA,MNE,Air,Rail,11566.11191753944,340.68210845624753,97.05448027059448,38
MLI,TUR,Air,Rail,7231.848172884902,213.08222517438335,97.05355781702782,76
ZAF,SAU,Air,Road,7514.493828151652,221.4541805620107,97.0529727533693,152
KEN,TON,Air,Sea,52458.50014024892,1546.278216681223,97.0523781416792,38
KEN,GAB,Air,Rail,4891.527171666971,144.21586419495299,97.05172108558878,38
GNQ,HTI,Air,Sea,36312.958721882154,1071.1172290361476,97.05031683801988,19
BDI,IRN,Air,Rail,10066.369009130985,296.962191834164,97.04995722325701,114
SWZ,DZA,Air,Road,14535.080895242814,428.8165325707733,97.0497822773651,38
KEN,ABW,Air,Sea,45835.500222966286,1352.3353817959646,97.04958956438232,38
TUN,BLR,Air,Rail,6971.622721975056,205.78234048904048,97.0482863359717,76
TGO,SLB,Air,Sea,59857.654163916006,1767.0220604246188,97.04795972193338,19
SWZ,UKR,Air,Road,17333.172941729354,511.78077089650094,97.04739130788688,133
LSO,CAN,Air,Sea,53345.842487598355,1575.320820763424,97.04696608525838,95
LBY,GBR,Air,Rail,3712.394998846472,109.70716207932165,97.04484134599335,57
MAR,POL,Air,Road,4861.325047981592,143.69077641557354,97.04420554072529,114
ZAF,SRB,Air,Road,7794.521108630562,230.41629443908545,97.04386849136948,76
CMR,SMR,Air,Rail,13933.843469254973,412.21268016588493,97.04164410146107,38
BFA,MNE,Air,Road,11179.730540074024,330.7720767741246,97.04132335221797,19
EGY,AZE,Air,Road,5771.256237321426,170.80497128081112,97.04041955066465,19
MOZ,GEO,Air,Rail,15582.352466672732,461.3762369208175,97.03911050717406,19
TZA,EST,Air,Rail,9879.805182059397,292.54369715900134,97.03897301851431,19
BDI,AZE,Air,Rail,14512.522692542563,429.8263872732955,97.03823796606935,19
CMR,DEU,Air,Rail,6066.17361007958,179.7792296823479,97.03636524046021,228
NGA,FJI,Air,Sea,64090.31403337663,1899.7953968309207,97.03575271008728,38
NGA,BGR,Air,Rail,7990.423331415195,236.87053115161228,97.03556968977688,38
GAB,GLP,Air,Sea,33369.89954747789,989.3402720539607,97.0352314946398,19
SDN,NOR,Air,Road,10381.189812034705,307.81891850328043,97.03483970453529,19
SSD,PRT,Air,Rail,10817.148519934904,320.76832673916874,97.03463138970473,19
COD,QAT,Air,Rail,8240.752226135977,244.3723824632148,97.03458645816124,19
SWZ,EGY,Air,Road,11355.996431795305,336.88559920470004,97.03341224851513,19
TCD,GLP,Air,Sea,36662.700191236254,1087.8059727585721,97.03293547097059,19
LBR,BRN,Air,Sea,46614.694514061,1383.2986294225561,97.03248376109106,19
BFA,FIN,Air,Rail,11873.693256516692,352.3544434104314,97.03247813634526,19
BWA,GIB,Air,Sea,37004.85078926728,1098.6936999903476,97.03094681762909,19
EGY,IRL,Air,Road,4185.915757188289,124.34821881468983,97.02936642713958,19
NGA,TTO,Air,Sea,30959.327239566323,919.961134448013,97.02848473634693,38
CMR,MKD,Air,Rail,10991.6233118255,326.6391611411841,97.0282900725886,38
SDN,ALB,Air,Rail,8402.080736860187,249.7294299119766,97.02776683855933,19
GMB,NLD,Air,Road,16610.754945885164,493.7910475196154,97.027281125221,38
MRT,BHS,Air,Sea,28117.09577818248,835.8476715258213,97.02726171251868,19
AGO,PAK,Air,Road,14222.99556559413,422.82299526943814,97.02718746329177,57
MRT,EST,Air,Rail,9960.365551769019,296.114148427539,97.02707549347977,19
ETH,NCL,Air,Sea,54452.8424816282,1619.1307149834677,97.02654509628263,19
ERI,PSE,Air,Rail,5447.402769086432,161.98167244229498,97.0264421540201,19
MLI,POL,Air,Road,10530.026550813196,313.191749388052,97.02572687849619,57
BFA,TGO,Air,Road,2150.4006272625847,63.962421241359245,97.02555791556004,19
GAB,ERI,Air,Rail,5994.474905891856,178.30395787194243,97.02552832948402,19
SLE,LUX,Air,Road,6782.428165981462,201.8584441338702,97.02380269729463,19
SLE,HKG,Air,Road,19228.16406108786,572.3180788900095,97.02354277261335,19
RWA,SMR,Air,Rail,20242.409701888835,602.6127114338708,97.02301889790502,19
MRT,MDA,Air,Rail,12948.055585252534,385.4941345079339,97.02276429097972,19
CPV,SLB,Air,Sea,66961.67524426409,1994.9336797605306,97.02078289934747,19
ZMB,SLB,Air,Sea,53118.86263999906,1583.0222700384238,97.01984908681686,19
GNQ,UGA,Air,Road,11585.183603825873,345.3165333119985,97.01932619179242,19
NGA,CUW,Air,Sea,33179.05122049713,989.205842175256,97.0185830944914,38
NAM,BIH,Air,Road,14647.327173824435,436.8283406943234,97.01769247378486,19
RWA,ROU,Air,Rail,10661.86117801311,318.09020750610443,97.01656022156742,19
ETH,ESP,Air,Rail,5294.00078295377,157.9492114177614,97.01644903555088,171
TZA,TON,Air,Sea,50987.03029373433,1521.4359707373537,97.01603336775565,19
CIV,BIH,Air,Road,10556.171437149602,315.07071374816013,97.01529370166011,19
NAM,SVK,Air,Road,9965.342447321533,297.5052393761166,97.01460094373296,19
TGO,GNB,Air,Road,4410.855434938831,131.70550935603734,97.01405971474864,19
SYC,BMU,Air,Sea,45489.016786554814,1358.535122717636,97.0134876093449,19
SSD,ITA,Air,Rail,7224.9025462300415,215.79524105194105,97.01317436918865,133
SOM,GAB,Air,Rail,7175.500728806931,214.33488598266158,97.01296266165525,19
GNQ,JAM,Air,Sea,37107.464895492405,1108.6308712285854,97.01237776724744,19
NER,GRC,Air,Rail,6550.295175651422,195.7770573100995,97.01117198446512,38
ZMB,FRA,Air,Road,18798.136416590216,562.622087310002,97.00703263961069,114
ZAF,MUS,Air,Sea,13204.530000513818,395.24964003028754,97.00671178743275,76
ETH,BHS,Air,Sea,44298.088401668916,1326.03858786048,97.00655573252564,19
MLI,HKG,Air,Rail,16887.384135927387,505.5652725449164,97.00625467819293,19
NER,ASM,Air,Sea,70269.53470686618,2103.766355034272,97.00614731005369,19
MRT,BIH,Air,Road,9037.176099919734,270.697166417457,97.00462662866711,19
GNB,LBY,Air,Rail,6996.3299161201885,209.5923326189857,97.00425315655762,19
TZA,SOM,Air,Rail,3315.487785302708,99.32735937875766,97.00414039167727,19
NAM,SWZ,Air,Road,4408.6834236569175,132.10502662992403,97.00352658752836,19
AGO,NZL,Air,Sea,22865.630420231842,685.2398166404846,97.00318861082363,19
ZWE,IND,Air,Rail,15402.273070129484,461.71574804038454,97.00228826006327,247
GIN,MUS,Air,Sea,29344.90081559605,879.8325345626439,97.00175325147109,19
ZMB,BHR,Air,Rail,8995.132309025588,269.7978973370047,97.00062335863261,19
SOM,FIN,Air,Rail,12042.899947765178,361.29671975179025,96.99991927759197,19
NER,AGO,Air,Road,8173.619802794563,245.22347312658417,96.99981796262726,19
GMB,LUX,Air,Road,15773.905114081666,473.3409955825542,96.99921489219564,19
ERI,POL,Air,Rail,7977.1677329967715,239.43006344146318,96.99855799131458,57
NAM,BHS,Air,Sea,45390.958342888014,1362.6755767149427,96.99791406380727,19
MAR,RUS,Air,Rail,11292.68633027627,339.1795359192543,96.99646721781427,1026
GAB,THA,Air,Rail,22023.661263245478,661.5064813095222,96.99638278394025,19
MDG,GIB,Air,Sea,35067.132004457235,1053.2847109544066,96.99637623396025,19
CAF,GRD,Air,Sea,37343.822325614856,1122.061699851575,96.99532176950743,19
KEN,HRV,Air,Road,9015.059674221884,270.9273538597104,96.99472478663216,38
SWZ,ZWE,Air,Rail,4052.0093057342056,121.82297327963967,96.99351694214418,19
KEN,CUW,Air,Sea,45478.97073608591,1367.4984951437625,96.9931190767721,38
MRT,SLE,Air,Road,3513.655256087914,105.67975785031251,96.99231284380541,19
ZWE,GRD,Air,Sea,44952.07197747185,1352.0612130155987,96.99221603468423,19
GMB,SGP,Air,Road,45446.599548665225,1366.9517076340255,96.99218044648144,19
GIN,GUM,Air,Sea,55544.14890110763,1671.2088439566126,96.99120631602065,19
GAB,LUX,Air,Road,8519.828064404357,256.3521988206195,96.99111065525308,19
DJI,TJK,Air,Rail,14193.907145998606,427.1223192127079,96.990805175634,19
CMR,THA,Air,Road,17995.29359668041,541.52929479769,96.99071709006412,38
CMR,LUX,Air,Road,5496.823965379269,165.46321223909027,96.98983970959904,38
SOM,ITA,Air,Rail,10356.392363265255,311.7728654154711,96.98956108961893,133
BFA,TUR,Air,Rail,6294.897712290479,189.52432466298058,96.98923901030284,76
SYC,KOR,Air,Sea,32935.75428146918,991.662987001417,96.98909890289241,57
ERI,MOZ,Air,Rail,7594.174683114505,228.82200447018576,96.98687462405933,19
TZA,THA,Air,Rail,12336.817078338328,371.7247328415382,96.98686678678058,19
TGO,LUX,Air,Road,8417.543959495395,253.66069775222567,96.98652363477017,19
EGY,SMR,Air,Road,5231.41122043361,157.6508465074913,96.98645662012353,19
SEN,HKG,Air,Rail,18979.206430802664,572.1541128317036,96.98536335058185,19
SOM,NLD,Air,Rail,11403.149108408112,343.7862825509567,96.98516366590817,38
TZA,OMN,Air,Rail,4403.124265286144,132.8199884120939,96.98350579248385,19
SDN,PRT,Air,Rail,8000.2346762622765,241.36153675792312,96.98306929077876,19
ZMB,BEL,Air,Rail,10346.248875153291,312.2988656790544,96.98152567710751,19
ZAF,CYM,Air,Sea,47922.41573226771,1447.3396447998373,96.97982745092439,76
GAB,TON,Air,Sea,59955.52033085425,1811.211492327946,96.97907468347687,19
NGA,VGB,Air,Sea,33726.68833740097,1019.6434274375401,96.97674607943404,38
NAM,ZAF,Air,Road,3215.664423016908,97.22032417542506,96.97666449647087,76
GNQ,VUT,Air,Sea,57577.49255563093,1741.22886922314,96.97585151430349,19
RWA,ASM,Air,Sea,80787.08460654119,2443.7076161544655,96.97512587803348,19
ESH,MKD,Air,Road,10726.765691638104,324.49573462515934,96.97489677733788,19
NGA,LUX,Air,Road,9234.034022248454,279.52232927622583,96.97291207068605,38
LBR,BLZ,Air,Sea,33403.74482361064,1011.7037630097466,96.97128639812071,19
MWI,SLB,Air,Sea,55197.51177748628,1671.8690576343784,96.97111517567302,19
MRT,LUX,Air,Rail,9426.121428986029,285.58009497601887,96.97033295054062,19
NGA,LCA,Air,Sea,32181.361196395566,975.59815081016,96.96843727381105,38
DJI,MOZ,Air,Road,14985.836812781048,454.34504290932875,96.9681703558801,19
SEN,MDA,Air,Road,12218.527777045834,370.44628311840916,96.96815942249324,19
SLE,SVK,Air,Road,10759.210754165306,326.2100490616482,96.96808570335553,19
MRT,GUM,Air,Sea,52677.731981844394,1597.2673060368359,96.96785103317026,19
BDI,NOR,Air,Road,17352.778149338214,526.2792922518781,96.96717558581852,19
GNB,MKD,Air,Rail,15060.12055917917,456.8918753225793,96.96621369312942,19
TCD,HRV,Air,Rail,10120.028431707313,307.153553524373,96.96489436173891,19
BWA,SLB,Air,Sea,49414.39336129048,1500.3487079506037,96.96374152166376,19
DZA,AND,Air,Road,5237.290860264729,159.04725691134718,96.96317693336383,38
ZAF,DNK,Air,Road,9217.311546295168,279.94883192152986,96.9627929953821,76
MWI,BEN,Air,Rail,8836.016644573532,268.4475131952247,96.96189443735277,19
MWI,MYS,Air,Road,19231.65618830344,584.5695896996028,96.96037832635997,19
ERI,NAM,Air,Rail,8934.071178989267,271.5829730041222,96.96014316918787,19
NER,AND,Air,Rail,14887.798995387333,452.5846538726153,96.96002979343798,19
ERI,LBN,Air,Rail,5001.286417183078,152.2133186472018,96.9565166649077,19
NAM,AZE,Air,Road,15254.137006441213,464.36343168743787,96.95581971309582,19
EGY,BRA,Air,Sea,11100.45334367869,337.92538352007,96.95575150800029,285
SWZ,KGZ,Air,Road,24480.637201679987,745.5434544334162,96.95455862406125,19
BWA,GLP,Air,Sea,43168.36428849577,1314.8712195476385,96.95408607386578,19
GNB,TGO,Air,Road,4478.476642341839,136.4209594606616,96.95385350074471,19
COD,TUR,Air,Rail,8233.382505181513,250.89273831623078,96.95273797666589,76
SOM,SYR,Air,Rail,8470.826989527197,258.17729415086666,96.95215951795426,19
KEN,EST,Air,Rail,9191.157508603661,280.1761000890075,96.95167774214792,38
KEN,FIN,Air,Rail,12673.773828116357,386.4526501957243,96.95076892299916,38
MLI,GRC,Air,Rail,7781.784107492778,237.29267766619725,96.95066485540615,38
COD,NOR,Air,Road,13897.29542276342,423.88623170406555,96.9498652881067,19
AGO,NLD,Air,Road,11374.969783633293,346.97642923911417,96.94964966202939,38
SEN,AND,Air,Road,12505.17436470977,381.98137137753366,96.94541347255819,19
MOZ,TUR,Air,Rail,9775.040806588331,298.7101739133461,96.944154200236,76
ZWE,TGO,Air,Rail,7698.936913797574,235.4320128061377,96.94201919768675,19
TUN,FJI,Air,Sea,59361.27131666313,1815.55696731796,96.94151266128911,38
GIN,AND,Air,Road,14632.698918466738,447.54125884297065,96.94149889000883,19
GHA,HRV,Air,Rail,9837.468407715282,300.8925785343055,96.94136167900348,19
TGO,TUN,Air,Rail,6711.203042075845,205.31149214340195,96.94076470557957,38
TGO,DNK,Air,Rail,12336.956889340143,377.42029557994573,96.94073425914247,19
BWA,GUM,Air,Sea,48209.78932920046,1475.515890431178,96.93938531787471,19
EGY,ERI,Air,Rail,3594.524049409814,110.03697955024661,96.93876079175729,19
SOM,BMU,Air,Sea,40914.27941646877,1252.6182589344912,96.9384325550891,19
ESH,AUT,Air,Road,6705.781933873614,205.3557896398123,96.93763096287881,19
SOM,BIH,Air,Rail,14542.427833151409,445.5838550167832,96.93597341428082,19
LBR,JPN,Air,Sea,49502.65076260277,1517.270948112491,96.9349703000981,114
KEN,MHL,Air,Sea,51873.52260641059,1590.4461583285322,96.93399237527012,38
SYC,GRD,Air,Sea,49324.440848183476,1512.9810936692913,96.93259352229433,19
GNQ,SLV,Air,Sea,40903.53268055775,1255.2913650219548,96.93109303094835,19
SWZ,NAM,Air,Road,3569.074570188018,109.53274688084502,96.9310602867265,19
RWA,GIB,Air,Sea,31689.731365493222,972.5477391461519,96.93103192346668,19
TZA,MHL,Air,Sea,52625.8317677791,1615.3059048662149,96.93058361149703,19
MOZ,BIH,Air,Road,14730.7442768623,452.37920600710487,96.92901324261219,19
MOZ,GMB,Air,Sea,24981.831227885683,767.2490309967128,96.9287718582444,19
DJI,NIC,Air,Sea,48317.0579682845,1484.8915002936576,96.92677583707943,19
LBY,NZL,Air,Sea,16968.920437085144,521.7189027772475,96.92544434566949,19
ERI,GAB,Air,Rail,6966.910052629102,214.41899808212213,96.92232285959818,19
SEN,AUS,Air,Sea,26665.180534086998,820.9640972614933,96.92121305455994,114
ZAF,SXM,Air,Sea,43901.95879308096,1351.8396018118772,96.92077611346825,76
SWZ,ASM,Air,Sea,81066.87966024675,2496.823383173027,96.92004503733548,19
MDG,BRA,Air,Sea,15604.780638095377,480.65834699692675,96.91980068067402,285
LBY,FIN,Air,Rail,5560.2219841814685,171.29889325904588,96.9192076549033,19
SOM,IRN,Air,Rail,6563.391654610972,202.21672130130415,96.91902095832965,114
MRT,GAB,Air,Rail,5444.567712072931,167.77055123158974,96.91856984605829,19
TZA,HRV,Air,Rail,10319.835011837256,317.99999608055816,96.91855542539392,19
LSO,GIB,Air,Sea,38627.07176653012,1190.3328612009382,96.91839736546547,19
GHA,GLP,Air,Sea,29988.726728516558,924.3904340335299,96.91754023969776,19
MWI,GIB,Air,Sea,35947.55031100457,1108.093630907558,96.91747108962711,19
COD,EGY,Air,Road,9612.196314973053,296.30779777873056,96.91737675688992,19
ERI,PRT,Air,Rail,9407.85533469992,290.09196512820034,96.91649207170283,19
COM,BMU,Air,Sea,45399.12260283775,1400.3068465407418,96.91556407644491,19
TUN,ARM,Air,Road,9362.985671014125,288.8176971159286,96.91532479847696,38
MUS,GAB,Air,Sea,22050.256518785365,680.231746367589,96.91508465768605,19
LSO,MMR,Air,Sea,35283.53936067082,1088.47990668309,96.91504898202935,38
AGO,BRB,Air,Sea,38882.14835249375,1199.8040746041595,96.91425467613801,19
DZA,BLR,Air,Rail,8371.340237306425,258.3649515692301,96.91369668123342,76
GMB,MUS,Air,Sea,30493.536171936994,941.2592973430787,96.91324977189981,19
SEN,TON,Air,Sea,65623.30474769148,2027.285768952533,96.91072283429332,19
GNB,DEU,Air,Road,6549.7929915354525,202.35664953936575,96.91048786120601,114
MOZ,SAU,Air,Road,10360.927021825819,320.1565949502278,96.90996187623172,38
GMB,BGD,Air,Sea,37714.35015125812,1165.7984703515588,96.90887297361354,38
SDN,LCA,Air,Sea,42721.015254106154,1320.9310506242314,96.90800641612263,19
COD,GHA,Air,Rail,6693.227621519498,206.96867893389697,96.90778962501636,19
ZAF,MAC,Air,Road,9702.818848354224,300.192957439284,96.90612633162576,76
SEN,LUX,Air,Road,5457.769828974701,168.8594029704055,96.90607320825532,19
ERI,NOR,Air,Rail,9117.924760611408,282.1453195712549,96.90559719476852,19
DZA,ATG,Air,Sea,28288.550266197544,875.4895159638693,96.90514534069283,38
SDN,BRA,Air,Sea,13140.553275030396,406.72132975650885,96.90483862251556,285
TGO,GUM,Air,Sea,51218.2029025198,1585.4948092249945,96.9044310042612,19
CIV,CYM,Air,Sea,33761.09550177462,1045.529887403427,96.90315177317493,19
DJI,KOR,Air,Road,28915.85260886692,895.7834809524086,96.90210247966985,57
COD,LBY,Air,Rail,7579.434109433928,235.0024125886003,96.89947284723937,19
NAM,CIV,Air,Rail,6799.156197766427,210.88344251276257,96.89838802964934,19
UGA,SWE,Air,Rail,6386.896746339065,198.13763892869497,96.89774789231927,19
COD,CHE,Air,Road,8376.144455521036,259.91334585058377,96.89698109636511,19
BWA,YEM,Air,Rail,8697.783965867784,269.93273367028695,96.89653439623739,19
ERI,IRN,Air,Road,5641.531213793631,175.16625435248918,96.89505831459012,114
NAM,GUM,Air,Sea,49032.138323052095,1523.756125924736,96.89233189079916,19
SEN,BRB,Air,Sea,23812.262216819738,740.0633573809231,96.89209134922854,19
LBR,AZE,Air,Rail,27265.28678706259,847.4070459324809,96.8919929119008,19
TGO,LKA,Air,Road,20974.8947403315,652.0780327010385,96.8911499162511,19
MRT,GMB,Air,Road,2245.5415557089714,69.81510807251284,96.89094562088964,19
BFA,GUM,Air,Sea,53701.598487424955,1669.6718354853751,96.89083401143756,19
GHA,TGO,Air,Rail,601.8473103107648,18.72141487836515,96.88934143965878,19
BDI,MRT,Air,Rail,11584.597094643626,360.4563816582026,96.88848581687085,19
ZMB,GIB,Air,Sea,33984.60305586615,1057.6465319928132,96.88786557178797,19
LBR,COL,Air,Sea,30750.650890196655,957.3889280604475,96.88660597306034,76
MAR,DNK,Air,Rail,4714.231911924892,146.85369811068608,96.88488600360937,38
MOZ,SOM,Air,Rail,5912.927527983553,184.19454705760262,96.88488407500544,19
UGA,ALB,Air,Rail,10258.189402529246,319.59336165231167,96.88450515864415,19
GMB,CAN,Air,Sea,28394.10813063421,884.7428441693464,96.88406186206355,95
ZMB,GUM,Air,Sea,48482.398832928186,1510.75877634085,96.88390258587046,19
EGY,ATG,Air,Sea,32808.73751349893,1022.4962603706106,96.8834635592122,19
MLI,FRA,Air,Road,4229.138681743628,131.815030927688,96.8831707624839,114
SYC,PRY,Air,Sea,42659.212445966594,1330.3933281283055,96.88134578242995,19
NGA,SXM,Air,Sea,33274.891935583335,1037.861507990996,96.88094702155551,38
SYC,GUY,Air,Sea,51667.253771817974,1611.673503476874,96.88066737474644,19
ERI,DEU,Air,Road,6818.077199308377,212.84705314024214,96.8781953193221,114
ERI,ALB,Air,Rail,9980.214654351365,311.57035341794926,96.87811971777475,19
MLI,SVK,Air,Road,6913.849456275484,215.86523104604035,96.87778519895156,19
COM,NZL,Air,Sea,43669.19247927926,1364.1064653867636,96.87627274987047,19
NGA,CZE,Air,Rail,11824.33077945184,369.367440939716,96.8762084905338,38
CIV,DEU,Air,Rail,5353.220687526147,167.35491597257345,96.8737527230563,114
MOZ,BLR,Air,Road,13768.353191173912,430.60146532500875,96.87252745955817,38
SOM,IRL,Air,Road,11182.124277053115,349.7810705429536,96.87196223296552,19
SWZ,NCL,Air,Sea,49048.264755518394,1534.3472105663818,96.8717604624458,19
SWZ,SLB,Air,Sea,48918.30368338138,1530.7895220640605,96.87072239468493,19
GAB,COG,Air,Road,1901.658478647657,59.513121563596876,96.87046216595533,19
NER,NLD,Air,Rail,6576.06690690911,205.8239425433959,96.87010571125504,38
GHA,AUS,Air,Sea,16857.18935926097,527.7858156460624,96.86907583228809,114
ZWE,QAT,Air,Rail,10790.869254692092,337.8607998559074,96.86901220020808,19
BFA,LVA,Air,Rail,12157.991019059311,380.74307206179566,96.86837182668643,19
CMR,KOR,Air,Road,10074.12211091413,315.69878932520004,96.86624019592558,114
KEN,MNE,Air,Road,11457.301624039106,359.24969471601605,96.86444761162386,38
SDN,VIR,Air,Sea,42264.40398587247,1325.3836607042929,96.86406636386657,19
KEN,SUR,Air,Sea,39634.74333656731,1242.9562707078458,96.8639729538476,38
LSO,NCL,Air,Sea,50029.78473518892,1569.0252883351307,96.8638176305573,19
ERI,GHA,Air,Rail,6530.968319357623,204.84195889422443,96.8635285170948,19
SSD,ALB,Air,Rail,10580.326215519875,331.8712646402364,96.86331727510039,19
BFA,ASM,Air,Sea,69362.64841764099,2175.7428684491383,96.86323559136797,19
BEN,ESH,Air,Rail,6780.586754527586,212.70264120818243,96.86306437910915,19
DJI,PNG,Air,Sea,40244.023345489266,1262.517863082823,96.862843825916,19
TGO,ERI,Air,Rail,6561.34183719972,205.91238158908558,96.86173367127957,19
MOZ,GLP,Air,Sea,41227.424618226534,1294.2277542789664,96.86076012202132,19
SEN,FRA,Air,Road,4056.041893442908,127.34392947396047,96.86038919667403,114
KEN,QAT,Air,Rail,5629.920160840172,176.83346000491647,96.85904142593512,38
TZA,CUW,Air,Sea,45949.97078330436,1443.7190472237373,96.85806318782623,19
SWZ,TUN,Air,Rail,17118.81095293344,537.8837912984123,96.8579371968224,38
TGO,MNE,Air,Road,11470.877059051361,360.4517903573433,96.85767889846818,19
ZAF,ARM,Air,Road,13405.903044253448,421.57903974327934,96.8552730961008,76
AGO,AUT,Air,Road,8503.964479004964,267.4908238664604,96.854516213857,19
SEN,MKD,Air,Rail,10043.327755478267,315.9736468163276,96.85389489908884,19
NER,GUM,Air,Sea,52881.032117630566,1664.106118635891,96.85311339057417,19
ZAF,PAK,Air,Rail,10381.738275041811,326.8890801804388,96.8513068667287,228
AGO,CUW,Air,Sea,39730.94900298913,1251.0454635952076,96.8512066915364,19
COD,FIN,Air,Road,13514.272196359549,425.5981499582176,96.85075049714578,19
MUS,ISL,Air,Sea,38362.556620020805,1208.2011992746138,96.85057174045572,19
MRT,SVK,Air,Road,6863.7496071485475,216.21385035847294,96.84991640526502,19
LBR,MEX,Air,Sea,33963.663211530984,1070.14369957064,96.84915112688046,95
MOZ,GNB,Air,Rail,9744.482729010007,307.0588992415066,96.8488948281742,19
CMR,LVA,Air,Rail,10565.293461718778,332.9375932616886,96.84876151838071,38
GAB,BEN,Air,Rail,3818.2323246957576,120.32707420815981,96.84861831403232,19
ERI,FRA,Air,Road,7004.96737393388,220.78819086109795,96.8481196403188,114
NAM,CYM,Air,Sea,47322.129245091615,1492.295754238727,96.84651604218863,19
MRT,CIV,Air,Road,3326.3840278314283,104.90153307642703,96.84637936573982,19
LSO,BHS,Air,Sea,49659.88000343575,1566.4245484721882,96.84569405249506,19
RWA,BWA,Air,Rail,6562.46287854618,207.19822504932526,96.84267585380647,19
