Origin,Destination,Current Mode,Suggested Mode,Current Cost,Optimal Cost,Savings (%),Number of Shipments
ZWE,ZMB,Air,Rail,1791.308148999159,0.0,100.0,19
LBR,ESH,Air,Rail,9722.388956185918,0.0,100.0,19
LBR,BWA,Air,Rail,22122.406642460875,0.0,100.0,19
LBR,CAF,Air,Rail,11703.43470383842,0.0,100.0,19
LBR,CIV,Air,Rail,5832.458766318233,0.0,100.0,19
LBR,CMR,Air,Rail,8168.680594458761,0.0,100.0,38
LBR,COD,Air,Rail,14172.524750987,0.0,100.0,19
LBR,COG,Air,Rail,11134.898612851812,0.0,100.0,19
LBR,DZA,Air,Rail,15738.83421304582,0.0,100.0,38
ERI,SOM,Air,Rail,4246.760382016582,0.0,100.0,19
LBR,GAB,Air,Rail,8129.605374735016,0.0,100.0,19
DJI,ETH,Air,Rail,2185.8566991425105,0.0,100.0,19
LBR,GHA,Air,Rail,4549.054470433715,0.0,100.0,19
LBR,GIN,Air,Rail,5775.763125696929,0.0,100.0,19
LBR,GNB,Air,Rail,3022.907713582328,0.0,100.0,19
BDI,RWA,Air,Rail,12874.768417493928,0.0,100.0,19
LBR,LBY,Air,Rail,16330.759716191718,0.0,100.0,19
LBR,MAR,Air,Rail,11302.233709939044,0.0,100.0,38
LBR,MLI,Air,Rail,7978.880296923043,0.0,100.0,19
DJI,SDN,Air,Rail,10239.221350519112,0.0,100.0,19
LBR,BFA,Air,Rail,6977.1298998589455,0.0,100.0,19
LBR,BEN,Air,Rail,6631.951054912184,0.0,100.0,19
LBR,AGO,Air,Rail,15751.343676327097,0.0,100.0,19
ERI,ETH,Air,Rail,3905.7797551383846,0.0,100.0,19
DJI,DZA,Air,Rail,19105.3317981804,0.0,100.0,38
GNB,SLE,Air,Rail,3515.4773469522247,0.0,100.0,19
RWA,UGA,Air,Rail,3000.893832288371,0.0,100.0,19
ZMB,ZWE,Air,Rail,1394.658080770175,0.0,100.0,19
NER,MLI,Air,Rail,3154.2942850554514,0.0,100.0,19
GNB,GIN,Air,Rail,2925.0116412506927,0.0,100.0,19
SLE,CIV,Air,Rail,5831.45196942812,0.0,100.0,19
SLE,GHA,Air,Rail,1516.3118682236475,0.0,100.0,19
SLE,GIN,Air,Rail,2861.3957646069016,0.0,100.0,19
SLE,GNB,Air,Rail,3531.2669293850577,0.0,100.0,19
SLE,LBR,Air,Rail,2296.209365557059,0.0,100.0,19
SLE,MLI,Air,Rail,5641.105230668774,0.0,100.0,19
NER,BFA,Air,Rail,913.742583016607,0.0,100.0,19
SOM,DJI,Air,Rail,3881.5163963853647,0.0,100.0,19
SOM,ERI,Air,Rail,4512.087988470041,0.0,100.0,19
SOM,ETH,Air,Rail,5077.003451635166,0.0,100.0,19
ERI,DJI,Air,Rail,3676.736586426068,0.0,100.0,19
LBR,MRT,Air,Rail,5497.359172963072,0.0,100.0,19
LBR,NAM,Air,Rail,17267.78679433463,0.0,100.0,19
CIV,GHA,Air,Rail,898.3981429534545,0.0,100.0,19
MLI,SLE,Air,Rail,5799.2008212480605,0.0,100.0,19
CAF,TCD,Air,Rail,5019.869403836545,0.0,100.0,19
GIN,SLE,Air,Rail,4886.903507183588,0.0,100.0,19
MLI,LBR,Air,Rail,7978.880296923044,0.0,100.0,19
LBY,TCD,Air,Rail,6497.749870052176,0.0,100.0,19
MLI,GIN,Air,Rail,2549.5112739797078,0.0,100.0,19
MLI,BFA,Air,Rail,1374.2630650740757,0.0,100.0,19
GHA,CIV,Air,Rail,1433.9387087378982,0.0,100.0,19
GIN,MLI,Air,Rail,2262.7380592568693,0.0,100.0,19
GHA,GIN,Air,Rail,4283.436544013791,0.0,100.0,19
GIN,LBR,Air,Rail,5775.763125696929,0.0,100.0,19
GHA,LBR,Air,Rail,4549.054470433715,0.0,100.0,19
GIN,GNB,Air,Rail,2968.8144955147254,0.0,100.0,19
BFA,MLI,Air,Rail,2070.3314670117124,0.0,100.0,19
GIN,GHA,Air,Rail,3645.5057448312605,0.0,100.0,19
BFA,NER,Air,Rail,1473.2875613035708,0.0,100.0,19
GHA,SLE,Air,Rail,3809.2669806748418,0.0,100.0,19
GIN,CIV,Air,Rail,2633.076034890172,0.0,100.0,19
MLI,NER,Air,Rail,3116.332645320537,0.0,100.0,19
DJI,ERI,Air,Rail,3676.736586426068,0.0,100.0,19
ESH,MRT,Air,Rail,3213.0563829839994,0.0,100.0,19
CIV,GIN,Air,Rail,3527.992422908405,0.0,100.0,19
LBR,SLE,Air,Rail,2296.2093655570593,0.0,100.0,19
LBR,TCD,Air,Rail,10761.954946473514,0.0,100.0,19
DJI,SSD,Air,Rail,5414.139721282036,0.0,100.0,19
LBR,TGO,Air,Rail,4791.671350381103,0.0,100.0,19
LBR,ZWE,Air,Rail,20945.634158684097,0.0,100.0,19
MRT,ESH,Air,Rail,3235.440902692963,0.0,100.0,19
ETH,DJI,Air,Rail,2185.856699142511,0.0,100.0,19
DJI,TCD,Air,Rail,11448.132247008592,0.0,100.0,19
ETH,ERI,Air,Rail,3641.8061421441917,0.0,100.0,19
CMR,GAB,Air,Rail,1208.6074306208084,0.0,100.0,38
UGA,RWA,Air,Rail,1977.6400699210924,0.0,100.0,19
TCD,CAF,Air,Rail,5326.957483845927,0.0,100.0,19
RWA,BDI,Air,Rail,11786.185533334292,0.0,100.0,19
ETH,SOM,Air,Rail,3528.8189392669087,0.0,100.0,19
CIV,SLE,Air,Rail,5356.452893908123,0.0,100.0,19
CIV,LBR,Air,Rail,5832.45876631823,0.0,100.0,19
TCD,LBY,Air,Rail,6860.8424371749625,0.0,100.0,19
LBR,NGA,Air,Rail,7593.06061734478,5.846341268495984,99.92300415388307,38
LBR,NER,Air,Rail,7968.999826765597,6.778525397412516,99.91493881861253,19
LBR,ETH,Air,Rail,19857.888548349456,27.267188715683126,99.86268837873023,19
LBR,RWA,Air,Rail,19297.227082769066,27.91151908439097,99.85535994905032,19
LBR,ERI,Air,Rail,19764.525742418165,29.883141909489616,99.84880415397292,19
LBR,SSD,Air,Rail,19566.791156150743,30.770928326275268,99.8427390159137,19
LBR,UGA,Air,Rail,18489.42525567452,29.24765062827439,99.84181417094456,19
DJI,MAR,Air,Rail,21135.829028634173,33.820556069854,99.83998471967182,38
LBR,ZAF,Air,Rail,22625.815636148258,37.58043517190208,99.83390461684898,76
MAR,MRT,Air,Rail,4992.443335411418,8.820223695510318,99.8233285166614,38
DZA,NER,Air,Rail,9529.568477079947,17.741080448945965,99.81383122969717,38
LBR,BDI,Air,Rail,17768.46860857781,33.58824404889359,99.81096714191409,19
TCD,TUN,Air,Rail,10188.183016639989,19.689525023282567,99.80674154566006,38
LBR,SOM,Air,Rail,22553.682478444443,44.720122596949174,99.80171698063192,19
MRT,MAR,Air,Rail,4090.125249973898,8.375069320358017,99.79523684952163,38
LBR,DJI,Air,Rail,21275.73836668675,44.720122596949174,99.78980695369441,19
DJI,AGO,Air,Rail,17644.61672322425,37.373332562603366,99.78818847046188,19
DJI,LBR,Air,Rail,21275.738366686754,49.1539394268971,99.76896717481794,19
TUN,TCD,Air,Rail,7879.064198375487,18.466796394217734,99.76562195802359,38
MAR,NER,Air,Rail,7834.871753393012,18.569634238505376,99.76298738737538,38
ESH,MAR,Air,Rail,2814.406673794531,6.698147158127503,99.76200500018368,38
DJI,TGO,Air,Rail,16327.147337858556,39.12199383961611,99.76038683898625,19
DJI,CAF,Air,Rail,16284.85524507853,40.35320135008651,99.75220411392799,19
DJI,CIV,Air,Rail,18791.814618505625,48.96470135944506,99.73943601321383,19
COD,RWA,Air,Road,6814.814222571658,18.035500924966307,99.73534860473188,19
NGA,CAF,Air,Rail,4713.410455589033,12.512923070037752,99.73452507079666,38
LBR,MOZ,Air,Rail,22111.127732287718,62.43112751081716,99.71764837928347,19
LBR,SWZ,Air,Rail,22172.631814452307,64.33541264733924,99.70984313821779,19
COD,AGO,Air,Road,5129.823519272529,15.254735392826541,99.70262650682787,19
GHA,BFA,Air,Rail,2237.5154341018433,6.6691726404502525,99.70193847430923,19
LBR,SDN,Air,Rail,22697.28512842167,68.5835270590467,99.69783378641543,19
DJI,TUN,Air,Rail,15363.485804957234,46.47369277091069,99.69750554424364,38
BDI,COD,Air,Road,5890.839204319571,18.151372171776725,99.69187119963372,19
TUN,IND,Air,Rail,15107.056907038039,46.641487189260204,99.69126026679935,494
MAR,SEN,Air,Rail,7228.941919509465,22.989739583835792,99.68197642421512,38
DJI,LBY,Air,Rail,14512.675714468945,47.48835743994475,99.67278013803754,19
SEN,MAR,Air,Rail,6563.174574967036,21.900219029330916,99.6663166767975,38
CAF,SDN,Air,Rail,13580.788641776864,45.94344153617891,99.66170269821556,19
RWA,COD,Air,Road,8708.41082542773,32.432319482236096,99.62757476499,19
LBR,TUN,Air,Rail,17253.997975166378,64.29940140968608,99.6273362179465,38
NGA,NER,Air,Rail,3061.0085650981346,11.521079218241454,99.62361819729595,38
MAR,ESH,Air,Rail,2585.795870439519,9.768657981340676,99.62221851720723,38
DJI,GHA,Air,Rail,17174.976140119245,65.60159012621494,99.61803970153429,19
RWA,CAF,Air,Rail,7152.106265296279,27.779506247265694,99.61158985595532,19
CAF,SSD,Air,Rail,6964.9993532423805,27.782408077958646,99.60111398912012,19
SSD,CAF,Air,Rail,6933.50568844256,27.752720071429007,99.59973033385275,19
CAF,RWA,Air,Rail,6874.629245728034,27.961220361295503,99.59326940607495,19
ESH,SEN,Air,Rail,3725.267192043484,15.307147368818965,99.58909934295419,19
TGO,LBR,Air,Rail,4791.671350381104,19.822421797666564,99.58631507989189,19
SEN,ESH,Air,Rail,3884.3797794127636,16.121933174291758,99.58495476524365,19
LBY,LSO,Air,Road,28396.706641653363,119.18888018134108,99.58027217139853,19
SLE,TGO,Air,Rail,4641.361078537973,19.88555502107425,99.57155768136577,19
DJI,RWA,Air,Rail,9377.496763537058,40.495491472781204,99.5681630983842,19
GIN,TGO,Air,Rail,4509.274021220022,19.60451580500759,99.56524008714594,19
LBR,MWI,Air,Rail,23426.392080609447,103.52278920619419,99.55809332973692,19
TZA,MWI,Air,Road,8059.6041652468875,35.81584598484452,99.55561284089754,19
NGA,IND,Air,Rail,14642.353372435466,66.14195606436712,99.54828329584724,494
NER,NGA,Air,Rail,3754.316803038138,17.140264236513445,99.54345184128726,38
DJI,CMR,Air,Rail,13854.922624073959,64.05163366329138,99.5376976443593,38
DZA,LSO,Air,Road,30295.634842302465,140.7963973018872,99.53525846863822,38
LBR,KEN,Air,Rail,20314.452967386882,95.99132458682541,99.52747275675632,38
MOZ,TZA,Air,Road,7174.66772855017,34.03748788881494,99.5255879550579,19
GNB,MAR,Air,Rail,6217.517120701264,29.877484363154412,99.51946277295036,38
ZAF,TZA,Air,Rail,11715.686420676757,56.3870596841036,99.51870460116969,76
GIN,SEN,Air,Rail,3088.5536115053533,14.915023163348986,99.5170871210463,19
ZMB,BDI,Air,Rail,6549.338782073899,31.980435516647436,99.51169978251575,19
GNB,ESH,Air,Rail,5258.01067422392,25.76812309120895,99.50992638304197,19
DJI,BDI,Air,Rail,8116.043414024031,40.35844548822232,99.5027325085708,19
DJI,COD,Air,Rail,13693.534105622815,68.39671519804646,99.50051816667282,19
DJI,BFA,Air,Road,18028.48445902804,90.13392651944217,99.50004712418126,19
GIN,ESH,Air,Rail,5228.372087079893,26.471001196004835,99.49370471812021,19
AGO,COD,Air,Road,4163.789743802353,21.198728503531925,99.49087898746363,19
LSO,DEU,Air,Road,31534.692055026826,161.64419647145178,99.48740835588504,114
KEN,MWI,Air,Road,6850.721679188532,35.233244198564634,99.48570025395138,38
DJI,OMN,Air,Rail,7968.2721014944655,41.03459017770302,99.48502523941161,19
TUN,LSO,Air,Road,29306.725206641033,151.37383153142812,99.48348431814166,38
SEN,LSO,Air,Road,26007.645413334056,134.85140986897338,99.48149320045776,19
DJI,GAB,Air,Rail,13638.069385265764,70.85152769823604,99.48048711517201,19
TZA,ZMB,Air,Road,5673.222356161949,29.70910809635503,99.4763274514688,19
LBR,ZMB,Air,Rail,19392.978650151985,101.6727781206972,99.47572376603478,19
NER,BEN,Air,Rail,4153.356751575712,21.822944118726877,99.47457092120855,19
NGA,CMR,Air,Road,3643.876196482398,19.286769166539273,99.47070734222096,76
NGA,BEN,Air,Road,3287.053512384804,17.56432371442916,99.46565142160749,38
EGY,DZA,Air,Rail,5383.98336712782,28.873616008924763,99.46371275614977,38
ESH,GNB,Air,Rail,4746.535174825726,25.940234889806586,99.45349114808238,19
TCD,SDN,Air,Rail,9255.36613422143,50.613439873321404,99.45314492004613,19
SEN,GIN,Air,Rail,2410.3030509647306,13.191012442393733,99.45272390386287,19
EGY,GIN,Air,Road,7849.512489842266,43.42364186857347,99.4467982320588,19
RWA,DJI,Air,Rail,9377.496763537058,52.33662972242179,99.44189125262164,19
TGO,GIN,Air,Rail,3464.023291574183,19.35996170178704,99.44111340853632,19
MRT,LSO,Air,Road,26818.614390041097,150.04847543350652,99.44050623476944,19
ZWE,MWI,Air,Road,4701.014499779788,26.416617065151215,99.43806561187188,19
MAR,LSO,Air,Road,29215.910322308333,165.74237485725467,99.43269823521227,38
SDN,MLI,Air,Road,9895.740875314112,56.2124929734859,99.43195265840365,19
ETH,LSO,Air,Road,16064.534719182864,92.44091556665735,99.42456524771754,19
SOM,KEN,Air,Rail,4004.308234095235,23.08409560553825,99.4235185141597,38
LSO,TCD,Air,Road,19689.43756278339,113.91307099598593,99.42145086352643,19
GIN,MAR,Air,Rail,6710.356760874782,38.95791780440854,99.41943596752478,38
DJI,COG,Air,Rail,12159.645495058414,70.820486415719,99.41757770451038,19
TCD,MOZ,Air,Rail,12393.212518936465,72.35081314121139,99.41620614485018,19
ZAF,LBR,Air,Rail,22525.73637117544,131.88218137229688,99.41452665875529,76
KEN,UGA,Air,Road,3977.299071066179,23.38125460268272,99.41213234949376,38
LSO,NER,Air,Road,20747.655635463383,122.70357218061162,99.40859066519843,19
SLE,SEN,Air,Rail,2993.1064635890953,17.82382712783226,99.40450407145025,19
MWI,ZWE,Air,Road,3828.1192320858167,22.839157074627384,99.40338438564822,19
LBR,SYR,Air,Rail,24632.429271005276,147.19561740909566,99.40243158403236,19
COD,BDI,Air,Rail,7671.840379605736,45.85620692648007,99.40227892321143,19
EGY,RWA,Air,Rail,12365.908799011064,74.0893930074132,99.40085767886839,19
LSO,HUN,Air,Road,30618.752832885762,183.49411123632592,99.40071330717544,19
LBR,SEN,Air,Rail,4543.4542257002395,27.327875409085646,99.39852204838988,19
CAF,DJI,Air,Rail,16284.855245078528,98.00156086833495,99.3982042861698,19
MAR,NPL,Air,Road,21651.41673933859,130.78437026514325,99.39595467659387,38
NGA,OMN,Air,Rail,12900.45396816649,78.10979655340584,99.39451900881821,38
DJI,EGY,Air,Rail,8159.833559609239,49.51172503327457,99.39322628737976,19
BDI,BFA,Air,Road,10307.370203736395,62.60000231138789,99.3926675662751,19
LBR,IRQ,Air,Rail,24584.852910783313,150.52617899687988,99.38772796590189,57
LBR,LSO,Air,Rail,22659.830332916685,138.84328986845514,99.38727127331238,19
MOZ,UGA,Air,Road,7875.046591753099,48.25565520759409,99.387233400522,19
MAR,GIN,Air,Rail,6975.6253524229,42.801193429312384,99.38641782970116,38
LSO,GIN,Air,Road,24579.459258553597,150.915556366021,99.38600945293985,19
SDN,LBR,Air,Rail,22697.285128421663,139.40974653745937,99.38578668881026,19
BEN,LSO,Air,Road,19851.783825446222,122.26692932803694,99.38410104400131,19
SDN,CAF,Air,Road,8634.836360898507,53.275580762073744,99.38301574534377,19
ETH,LBR,Air,Rail,19857.888548349456,122.62594290440225,99.3824824698465,19
UGA,COD,Air,Road,6567.361812476854,40.59401026446578,99.38188253634293,19
CIV,LSO,Air,Road,20072.181771100215,124.27668265598605,99.38085114974936,19
GHA,LSO,Air,Road,18810.369371409306,116.55900860015502,99.38034705061499,19
NGA,ARE,Air,Rail,6201.049780217597,38.474751769993716,99.37954454272025,76
MRT,TZA,Air,Rail,9849.33380510635,61.13912195738922,99.37925627085873,19
SOM,RWA,Air,Rail,5794.217548477673,36.002969915356914,99.37863965903703,19
SDN,UGA,Air,Road,6078.58355441714,37.800853635707604,99.37813055792844,19
TZA,LBR,Air,Rail,20751.661931598996,129.31988021834005,99.37682157388357,19
SEN,SDN,Air,Rail,17355.261437637208,108.18378113988337,99.37665138881012,19
BFA,LSO,Air,Road,21060.935603894315,132.98037256479515,99.36859228352512,19
LBR,ISR,Air,Rail,21092.269846984873,133.42056180779795,99.36744332034577,19
LBR,EGY,Air,Rail,19363.605600667022,123.6839061032896,99.36125580816918,19
GIN,LSO,Air,Road,24579.459258553597,157.155283558467,99.36062351126063,19
GNQ,MLI,Air,Road,7431.283036830609,47.53081211836113,99.36039561563204,19
TGO,SLE,Air,Rail,3106.3088685593434,19.89434498252524,99.3595503272747,19
SDN,GNQ,Air,Road,15950.611308374544,102.4806426206163,99.35751275835547,19
CIV,NER,Air,Rail,2926.0774174599337,18.814706997006162,99.3569990019834,19
BEN,BFA,Air,Road,3793.3767484601985,24.418684997680728,99.35628104939504,19
LSO,SSD,Air,Road,13796.874831032075,88.8352238458684,99.35612067998139,19
SDN,NER,Air,Road,7995.838835362061,51.665720574712864,99.35384239679496,19
EGY,GMB,Air,Road,21158.196196557587,137.08418557780794,99.35209890151168,19
DJI,UGA,Air,Rail,6506.916243331516,42.23872736360105,99.3508641300418,19
MWI,RWA,Air,Road,9208.861212296126,60.131336209247955,99.34702744646692,19
SEN,KEN,Air,Rail,22698.25903112731,149.44381982164515,99.34160668614847,38
NER,LSO,Air,Road,20747.65563546338,137.02665518086107,99.33955595953383,19
AGO,UGA,Air,Road,6770.129944184174,44.833469709607904,99.33777534435477,19
KEN,SEN,Air,Road,18062.510806538932,119.66290963842577,99.33750677898499,38
MLI,LSO,Air,Road,22758.685289465582,151.65097230147782,99.3336567100751,19
MWI,UGA,Air,Road,6551.81270546981,43.90326738189801,99.32990655631463,19
NER,DZA,Air,Rail,6788.4652000224605,45.64787119505344,99.32756713262812,38
MAR,GMB,Air,Road,8439.480416081551,56.91133249145728,99.32565359849626,38
SSD,LBR,Air,Rail,19566.791156150743,132.39291531690336,99.32337952472453,19
NAM,AGO,Air,Road,4183.5678803330275,28.550214844846725,99.3175630069477,19
SEN,UGA,Air,Road,8972.543115917435,61.28071638957791,99.31701953840863,19
DZA,BFA,Air,Rail,6245.364465427709,42.889465544966455,99.31325920556937,38
SDN,RUS,Air,Rail,17628.32105684657,121.08424563748412,99.31312661457083,513
TZA,BDI,Air,Rail,3654.733230218972,25.176520400045803,99.3111256331413,19
TCD,LSO,Air,Road,19689.43756278339,135.63807863837187,99.31111247740894,19
NGA,LSO,Air,Rail,19844.35756704221,137.00399680448902,99.30960729596998,38
LSO,SVN,Air,Road,32447.424948226348,224.49420293899018,99.30812937144566,19
MAR,BFA,Air,Rail,5451.792762894706,37.725465272721536,99.30801725389337,38
MAR,PAK,Air,Rail,12944.41742533958,89.84577146266633,99.30591104635744,114
LSO,MLI,Air,Road,22758.685289465582,158.73349023556258,99.30253664384982,19
MOZ,AGO,Air,Rail,6780.3318407143315,47.325351358932586,99.30202013012467,19
ERI,RWA,Air,Rail,7514.065490731721,52.57928350954767,99.30025518709675,19
TGO,IND,Air,Rail,16156.463315441688,113.26264229649209,99.29896388779443,247
EGY,LBR,Air,Rail,19445.281901743376,136.61535147836196,99.29743702267379,19
ETH,BFA,Air,Road,7413.080078988935,52.102496788556174,99.29715453990264,19
SLE,LSO,Air,Road,24618.435468287567,173.56050145622694,99.29499784143553,19
LBR,SAU,Air,Rail,24516.8360639263,173.19692264027003,99.29355924154052,38
ETH,KEN,Air,Rail,4537.347307758295,32.08164158550451,99.29294278331639,38
RWA,SOM,Air,Rail,5693.320148765434,40.291107204463074,99.29230912452375,19
LSO,IRQ,Air,Road,28176.14344938331,200.40779681013314,99.28873233780146,57
KEN,NPL,Air,Road,11098.25187301769,79.00614496412871,99.288120815169,38
DJI,SLE,Air,Rail,23196.428904398155,165.63911523583002,99.28592838182767,19
EGY,MWI,Air,Road,12839.713866443424,91.71215090736358,99.28571499442013,19
TGO,LSO,Air,Road,18710.973131805047,133.67140575117804,99.28559885790247,19
LSO,LUX,Air,Road,31505.912283088637,225.14884106396346,99.28537590328779,19
SLE,UGA,Air,Road,12061.146254311003,86.31465046848413,99.28435781601078,19
NER,MAR,Air,Rail,8144.923257389385,58.40508392693344,99.28292652881726,38
EGY,IND,Air,Rail,7233.871130229963,51.95089209037066,99.2818382971564,247
ESH,GIN,Air,Rail,4788.168534659431,34.44836986924827,99.28055226920497,19
RWA,SSD,Air,Road,3394.7926325910294,24.509129404307185,99.27803751047965,19
BFA,BEN,Air,Road,3407.9725087926586,24.636396971897938,99.27709519638627,19
EGY,UGA,Air,Rail,7058.141931946734,51.12896732277729,99.27560301541463,19
MAR,TZA,Air,Rail,15938.233907153059,115.92574677019282,99.27265625887091,38
KEN,SSD,Air,Road,3278.9522450406976,23.872329317613037,99.27195251612099,38
UGA,CAF,Air,Rail,8076.375175020434,58.854885338465515,99.27127103356344,19
TUN,MAR,Air,Road,5630.048807548735,41.03603367966866,99.2711247258701,76
ZMB,COD,Air,Rail,3870.400021854712,28.276879459707725,99.269406797746,19
CMR,MWI,Air,Road,7188.110618551148,52.58205921294302,99.26848567025056,38
NER,LBR,Air,Rail,7968.999826765597,58.30156744511868,99.26839542335915,19
NER,SDN,Air,Road,8670.276110514968,63.52748477289468,99.2672957128107,19
NGA,GMB,Air,Road,10549.026335455792,77.90540557552282,99.2614919794666,38
SWZ,MOZ,Air,Road,2089.230966635785,15.441525978487869,99.26089904730098,19
KEN,DJI,Air,Rail,6896.421168851408,50.97226664025148,99.2608881419471,38
LBR,PSE,Air,Rail,20879.500879285795,154.54781755319047,99.25981076632672,19
ZAF,MAR,Air,Rail,18253.81765300174,135.7282316688194,99.25643920494352,152
BFA,LBR,Air,Road,6977.129899858947,51.91309409728672,99.25595345303323,19
DJI,GIN,Air,Rail,22971.245532641722,171.00159845183975,99.25558412490587,19
EGY,SEN,Air,Rail,12398.580351361476,92.31486012731081,99.25544007853145,19
KEN,EGY,Air,Rail,10097.356944192526,75.25639704421705,99.25469211933226,38
TGO,MLI,Air,Road,3208.004344603469,23.952386170814755,99.25335555698021,19
CIV,BFA,Air,Road,1735.395111657275,12.957556174973975,99.25333682871795,19
ESH,LSO,Air,Road,30239.965201196424,225.99050016359294,99.25267605746235,19
SEN,TUN,Air,Rail,10578.093377933707,79.09550955095767,99.25227064344172,38
KEN,LBR,Air,Rail,20314.452967386886,152.2386299000096,99.25058956721888,38
TCD,DJI,Air,Rail,11448.132247008596,85.80075984903668,99.25052612952251,19
UGA,GNQ,Air,Road,11585.183603825873,87.04732317732164,99.24863233804447,19
DJI,ZAF,Air,Road,18997.334668150896,143.25886272711372,99.24590020005655,76
LBR,TZA,Air,Rail,20751.661931598996,156.4962398888913,99.24586165481718,19
SEN,KWT,Air,Rail,26130.349014984422,197.1712993378293,99.24543181866893,19
SDN,RWA,Air,Rail,10038.228840182017,75.76431781359817,99.24524217349656,19
CMR,NER,Air,Road,4569.975811907459,34.52049577897822,99.24462410306347,38
CMR,GMB,Air,Road,11537.451735405926,87.1769360599471,99.2444004268948,38
SSD,GNQ,Air,Road,12983.56835370995,98.18315855714212,99.24378910417884,19
TUN,PAK,Air,Rail,16114.663191429403,121.8796892297338,99.24367212778883,114
DJI,MWI,Air,Road,12739.395334789222,96.37269770080998,99.24350649957748,19
GMB,SLE,Air,Road,3271.7051326184387,24.806383856700716,99.24179035545151,19
TCD,RWA,Air,Rail,11353.508603032331,86.24305861349494,99.24038408188231,19
SDN,SSD,Air,Road,4363.052477087701,33.164599951902176,99.23987620763069,19
SEN,ETH,Air,Road,10751.6096359359,81.73477217541877,99.23979036680953,19
GHA,GMB,Air,Road,7561.97191342058,57.541547821944505,99.23906689312317,19
COD,ZMB,Air,Road,4133.575494933364,31.473917517268013,99.23857886336305,19
EGY,LSO,Air,Road,24337.291440201294,185.32488316500084,99.23851475575924,19
LSO,VNM,Air,Road,35271.356177139,268.61657056842006,99.23842857297753,38
NAM,LAO,Air,Road,14512.0277397873,110.59908649991786,99.23787985743239,19
GHA,NER,Air,Rail,3240.7188889953513,24.736058727149864,99.2367107554084,19
GNB,KWT,Air,Rail,26993.94390547062,206.26674329105768,99.2358777064464,19
KEN,ZMB,Air,Road,7878.856304626148,60.248683552175756,99.235311811477,38
MAR,MLI,Air,Road,7534.017143934267,57.740431768093806,99.23360365838056,38
BFA,DZA,Air,Rail,6287.03230711479,48.28654452881349,99.23196601878172,38
MRT,KWT,Air,Rail,24424.7583999152,187.65745280041165,99.2316916723276,19
LBY,KEN,Air,Road,9333.279572126185,71.74157779989515,99.23133581025311,38
SEN,SSD,Air,Road,10436.330133898256,80.35748760754268,99.230021601688,19
COD,SSD,Air,Road,6208.153307160434,47.801990330375304,99.2300127273719,19
GAB,MAR,Air,Rail,12766.605896521158,98.63013268467988,99.22743653650689,38
MAR,ETH,Air,Rail,13563.710085895782,104.82263051330705,99.22718319803734,38
SDN,LSO,Air,Rail,23822.993561340056,184.27022374110723,99.22650265061507,19
TGO,SEN,Air,Rail,5108.120249205644,39.586082652008756,99.22503620273692,19
MOZ,SWZ,Air,Road,1971.0040738567668,15.309168777578591,99.22328071358967,19
MLI,MWI,Air,Road,11983.05493218977,93.09202655215485,99.22313611112568,19
KEN,TUR,Air,Rail,10964.95807791951,85.28819599062426,99.22217490131247,152
SDN,NGA,Air,Road,9412.842324125571,73.29700302653201,99.2213085006357,38
TZA,AGO,Air,Road,7415.566780302593,57.87188439431454,99.21958919515046,19
ZMB,TZA,Air,Road,5182.735239232247,40.48989482384303,99.21875432653124,19
SLE,NER,Air,Rail,7434.42872745427,58.171983959036254,99.21753256246556,19
LSO,JOR,Air,Road,25180.816479296,197.7226389082081,99.21478861072364,19
DZA,CHN,Air,Rail,16186.084957806612,127.14073803892046,99.21450592672441,950
TUN,MLI,Air,Rail,10832.817891328954,85.3152096678233,99.21243751603991,38
SDN,DJI,Air,Rail,10239.221350519116,80.7303213819963,99.2115580021336,19
UGA,DJI,Air,Rail,6506.916243331514,51.41192844000295,99.2098879635543,19
SDN,KEN,Air,Rail,9861.347620163242,78.05414924437966,99.20848394914317,38
UGA,LBR,Air,Rail,18489.425255674523,146.39779611600028,99.20820796703201,19
DZA,MRT,Air,Road,4906.373861604288,38.99931536966967,99.2051295626926,38
GNQ,MNG,Air,Road,37599.935784483074,299.8809408939337,99.20244294401776,19
EGY,BDI,Air,Road,11153.49725089523,88.9902111531647,99.20213176951272,19
DZA,IND,Air,Rail,11576.361300806835,92.41181523053285,99.20171966968505,494
DJI,ZMB,Air,Rail,12136.290990627227,96.93202967648614,99.20130433794522,19
GNQ,NPL,Air,Road,30579.8846856308,244.2662897523063,99.20121906193098,19
SDN,BFA,Air,Road,6666.9537276750525,53.53355186248844,99.1970312972135,19
LSO,ISR,Air,Rail,25327.83733882638,203.44543431531423,99.19675165473586,19
NGA,TCD,Air,Road,3544.1264415995897,28.479790196058687,99.19642285157285,38
GAB,LBR,Air,Rail,8129.605374735014,65.33091529448996,99.19638269899885,19
TUN,BFA,Air,Rail,6506.933813020736,52.38858588301323,99.19488060907918,38
ZAF,SLE,Air,Rail,18077.17884348137,145.715226922218,99.19392717091604,76
SLE,BFA,Air,Rail,7207.616408585091,58.25583665129702,99.19174615644212,19
ETH,CAF,Air,Road,8641.421327543065,69.89668698024494,99.19114362868223,19
UGA,SSD,Air,Road,1641.0158570734334,13.28195595769069,99.19062598326272,19
BEN,TCD,Air,Road,5118.470466622358,41.47666614517567,99.1896667878491,19
GNB,LSO,Air,Road,25498.26754614461,206.64007050932932,99.18959172369115,19
